pdbid,dna,U,protein,duplex
6FTX,"[160, 159]",[],"[97, 130, 110, 103, 126, 76, 878]",False
6FWK,"[11, 15]",[],[1191],False
6FWR,[11],[],[716],False
6FWS,"[11, 10]",[],[716],False
6FZS,[16],[],[132],True
6FZT,[16],[],[140],True
6G0A,"[11, 15]",[],[1191],False
6G0L,"[176, 177]",[],"[136, 103, 130, 1468, 130, 126]",False
6G1L,[16],[],[121],True
6G1T,"[34, 34]",[],[122],True
6GAT,"[13, 13]",[],[66],True
6GCD,[],[],"[170, 12, 12]",True
6GCE,"[12, 12]",[],[170],True
6GCF,"[12, 12]",[],[170],True
6GED,"[10, 10]",[],[315],True
6GEJ,"[154, 154]",[],"[131, 280, 463, 471, 136, 103, 132, 131, 1514, 438]",True
6GEN,"[173, 173]",[],"[131, 280, 463, 471, 136, 103, 132, 131, 1514, 438]",True
6GH5,"[63, 63]",[],"[329, 1342, 1407, 91, 497]",False
6GH6,"[63, 63]",[],"[329, 1342, 1407, 91, 497]",False
6GIS,"[10, 10]",[],[262],True
6GN7,[26],[],"[36, 259]",False
6GO6,"[8, 6]",[],[401],False
6GO7,"[6, 7]",[],[401],False
6GRB,"[15, 16]",[],[530],False
6GRC,"[15, 16]",[],[530],False
6GRD,"[15, 16]",[],[530],False
6GTS,[22],[],"[175, 88]",False
6GVQ,[9],[],[115],False
6GVT,[9],[],[115],False
6GVU,[9],[],[115],False
6GY3,"[18, 18]",[],[202],True
6GYK,"[56, 56]",[],"[1733, 70, 120, 70, 345, 240, 735, 400, 171, 1224, 129, 318, 220, 215, 154, 171, 146, 122]",True
6GYL,"[56, 56]",[],"[1733, 70, 120, 70, 345, 240, 735, 400, 171, 1224, 129, 586, 328, 318, 221, 215, 155, 171, 146, 122]",True
6GYM,"[75, 75]",[],"[778, 1224, 318, 221, 215, 155, 171, 146, 122, 70, 120, 641, 70, 345, 240, 735, 400, 171, 122, 332, 328, 43, 462, 321, 338, 72, 461, 843, 1733]",False
6GYS,"[52, 52]",[],"[478, 608, 194, 956]",True
6H0S,"[14, 14]",[],[271],False
6H1V,"[11, 16]",[],[1187],False
6H3R,[18],[],[139],True
6HB4,"[22, 22]",[],[213],True
6HC3,"[22, 22]",[],[224],False
6HKT,"[1122, 1122]",[],"[139, 106, 133, 129]",True
6HMS,"[15, 16]",[],"[400, 1270]",False
6HP7,"[43, 43]",[],[386],True
6HT5,"[22, 21]",[],"[83, 154]",False
6HTS,"[228, 228]",[],"[456, 463, 1290, 607, 136, 103, 130, 126, 356]",True
6I52,[20],[],"[122, 132, 178]",False
6I8A,"[11, 16]",[],[1190],False
6IDE,"[18, 18]",[],[256],True
6IDG,[2],[],"[217, 221]",False
6IDO,"[15, 16]",[],[115],False
6IFM,"[27, 27]",[],"[132, 68]",True
6IG1,[19],[],[352],False
6IIQ,[16],[],[100],True
6IIR,[10],[],[100],True
6IIS,[16],[],"[100, 8]",True
6IIT,[16],[],"[100, 8]",True
6IK9,[38],[],"[557, 444]",False
6IKA,[38],[],"[557, 444]",False
6IMJ,"[22, 22]",[],[419],False
6IMN,"[22, 22]",[],[419],False
6IOD,[],[],"[212, 16]",False
6IPU,"[145, 145]",[],"[98, 82, 107, 95, 87]",True
6IQ4,"[145, 145]",[],"[98, 82, 106, 95, 87]",True
6IR8,"[14, 14]",[],[69],True
6IRO,"[167, 167]",[],"[1061, 135, 102, 129, 122]",False
6IRQ,[25],[],[121],False
6IS7,"[15, 18]",[],[783],False
6IS8,"[33, 33]",[],[174],False
6ISF,"[15, 18]",[],[783],False
6ISG,"[15, 18]",[],[783],False
6ISH,"[14, 17]",[],[783],False
6ISI,"[15, 18]",[],[783],False
6IUC,"[24, 24]",[],[276],True
6IUD,"[24, 24]",[],[276],True
6IY2,"[147, 147]",[],"[113, 100, 679, 100, 88]",True
6IY3,"[147, 147]",[],"[100, 88, 113, 98, 679]",True
6J0H,[8],[],[11],False
6J4E,"[15, 15]",[],[80],False
6J4F,"[15, 15]",[],[82],False
6J4G,"[15, 15]",[],[74],False
6J5B,"[20, 20]",[],[60],True
6J7Y,[2],[],[185],False
6J80,[7],[],[181],False
6J99,"[147, 147]",[],"[136, 103, 130, 123, 76, 416]",True
6J9A,"[15, 15]",[],[132],False
6J9B,"[15, 15]",[],[122],False
6J9C,"[15, 15]",[],[123],False
6JBX,"[23, 23]",[],[152],True
6JDG,[20],[],[121],False
6JG8,"[31, 31]",[],[395],True
6JGW,"[27, 27]",[],[147],True
6JGX,"[22, 22]",[],[147],False
6JHE,"[11, 11]",[],[64],True
6JIP,[6],[],[82],False
6JIQ,[6],[],[82],False
6JM9,"[123, 123]",[],"[98, 87, 107, 94, 328]",True
6JMA,[114],[],"[98, 116, 328, 76, 87, 94]",True
6JNI,"[25, 25]",[],[147],True
6JNL,"[12, 11]",[],[101],False
6JNM,"[12, 12]",[],[101],True
6JNN,"[12, 12]",[],[101],True
6JOU,[146],[],"[139, 106, 131, 129]",True
6JPI,"[28, 28]",[],[109],True
6JR0,[146],[],"[139, 106, 133, 129]",True
6JR1,[146],[],"[139, 106, 133, 129]",True
6JRF,"[33, 33]",[],[174],False
6JRG,"[33, 33]",[],[174],False
6JRP,"[11, 11]",[],[80],True
6JTQ,"[17, 17]",[],[499],True
6JUL,[18],[],[356],False
6JUM,[18],[],[347],False
6JUN,[18],[],[356],False
6JUO,[18],[],[356],False
6JUP,"[18, 18]",[],[342],False
6JUR,[18],[],[356],False
6JUS,[18],[],[356],False
6JVY,[12],[],[128],False
6JVZ,"[17, 17]",[],[499],True
6JW0,"[17, 17]",[],[498],True
6JW1,"[17, 17]",[],[498],True
6JW2,[17],[],"[498, 17]",False
6JW3,"[17, 17]",[],[499],True
6JW4,[17],[],"[499, 17]",False
6JW5,[17],[],"[498, 17]",False
6JXD,"[147, 147]",[],"[98, 82, 107, 97, 97, 87, 106]",False
6JYL,"[167, 167]",[],"[135, 102, 129, 122, 1061]",True
6JYW,"[22, 22]",[],[147],False
6K1I,"[147, 147]",[],"[139, 106, 146, 129]",False
6K1J,"[145, 145]",[],"[139, 106, 146, 129]",True
6K1K,"[145, 145]",[],"[139, 106, 146, 129]",True
6K1P,"[167, 167]",[],"[135, 102, 129, 122, 1061]",True
6K2J,"[16, 16]",[],[97],True
6K3J,[],[10],[188],True
6K4Y,"[60, 60]",[],"[329, 1342, 1407, 91, 613, 110, 211]",False
6K8O,[8],[],[668],False
6KBS,[10],[],[227],False
6KBX,[],[],"[227, 10]",False
6KBZ,[],[],"[227, 10]",False
6KCO,[5],[],[85],False
6KCP,[5],[],[85],False
6KCQ,[],[],"[228, 11]",False
6KCS,[14],[],[122],True
6KDA,[25],[],"[286, 204]",False
6KDB,[25],[],"[286, 204]",False
6KDI,[2],[],"[218, 221]",False
6KDJ,[38],[],"[557, 444]",False
6KDK,[38],[],"[557, 444]",False
6KDM,[38],[],"[557, 444]",False
6KDN,[38],[],"[557, 444]",False
6KDO,[38],[],"[557, 444]",False
6KDV,"[23, 23]",[],[325],False
6KE9,"[145, 145]",[],"[96, 87, 105, 95]",True
6KF9,"[16, 27]",[],"[906, 1123, 391, 259, 190, 122, 82, 94, 65, 49, 185, 57]",False
6KI6,"[13, 13]",[],[109],False
6KIJ,[9],[],[227],False
6KIU,"[145, 145]",[],"[135, 129, 534, 76, 102, 122, 216, 538, 334]",True
6KIV,"[145, 145]",[],"[135, 534, 334, 102, 129, 122, 216, 538, 76]",True
6KIW,"[144, 145]",[],"[135, 334, 534, 102, 129, 122, 205, 538, 76]",False
6KIX,"[145, 145]",[],"[135, 534, 102, 129, 122, 538, 216, 334]",True
6KIZ,"[145, 145]",[],"[135, 129, 538, 216, 534, 102, 122, 334]",True
6KKS,"[21, 21]",[],[119],False
6KNB,"[30, 30]",[],"[537, 1324, 249]",True
6KNC,"[30, 30]",[],"[537, 1324, 249]",True
6KSF,"[24, 21]",[],[336],False
6KVD,[146],[],"[139, 106, 132, 129]",True
6KW3,"[167, 167]",[],"[103, 557, 581, 483, 426, 502, 78, 883, 885, 625, 889, 136, 126, 467, 130, 1359, 477, 157, 435]",True
6KW4,"[167, 167]",[],"[136, 581, 483, 426, 502, 1359, 78, 883, 885, 625, 889, 103, 126, 467, 130, 477, 157, 435, 557]",True
6KW5,"[167, 167]",[],"[435, 885, 625, 889, 103, 477, 157, 136, 130, 126, 467, 557, 581, 483, 426, 502, 1359, 78, 883]",True
6KXV,[146],[],"[133, 106, 133, 129]",True
6L2N,[23],[],[220],False
6L2O,[23],[],[220],False
6L3G,[30],[],[433],False
6L49,"[485, 485]",[],"[143, 106, 133, 129, 139]",True
6L4A,"[485, 485]",[],"[139, 106, 133, 129]",True
6L6L,"[21, 21]",[],[85],False
6L6Q,[20],[],[85],True
6L6S,[],[],"[212, 16]",True
6L6Y,"[16, 16]",[],[83],False
6L84,"[14, 18]",[],[360],False
6L8E,"[26, 26]",[],"[83, 88]",True
6L97,"[18, 14]",[],[360],False
6L9H,"[145, 145]",[],"[96, 87, 105, 95]",True
6L9Z,"[338, 338]",[],"[136, 103, 130, 126, 213]",True
6LA2,"[343, 343]",[],"[136, 103, 130, 126, 194]",False
6LA8,"[349, 349]",[],"[136, 103, 130, 126, 194]",False
6LA9,"[349, 349]",[],"[136, 103, 130, 126, 194]",False
6LAB,"[169, 169]",[],"[136, 103, 130, 126, 194]",False
6LAE,"[11, 11]",[],[145],False
6LB3,"[18, 18]",[],[109],True
6LBI,[20],[],[118],True
6LBM,[20],[],[103],True
6LBR,[25],[],[551],False
6LC1,"[26, 26]",[],[87],False
6LDM,[19],[],[291],False
6LE9,"[145, 145]",[],"[96, 87, 105, 95]",True
6LER,"[169, 169]",[],"[136, 103, 130, 126]",False
6LEW,"[17, 17]",[],[499],True
6LFF,[12],[],"[93, 12]",False
6LMJ,[19],[],[110],False
6LMR,[7],[],[113],False
6LQF,[12],[],"[204, 15]",True
6LRD,[],[],"[705, 6, 4]",True
6LTJ,"[119, 119]",[],"[136, 1214, 515, 411, 292, 103, 130, 126, 1647, 407, 375, 1295, 336]",True
6LTS,"[27, 19]",[],"[315, 1119, 1524, 99, 443]",False
6LTY,"[20, 20]",[],[117],True
6LUI,"[13, 13]",[],[80],True
6LWA,[13],[],"[295, 13]",False
6LWB,[13],[],"[295, 13]",False
6LWC,[13],[],"[295, 13]",False
6LWD,[13],[],"[295, 13]",False
6LWF,[13],[],"[295, 13]",False
6LWG,[13],[],"[295, 13]",False
6LWH,[13],[],"[295, 13]",False
6LWI,[13],[],"[295, 13]",False
6LWJ,[13],[],"[295, 13]",False
6LWK,[13],[],"[295, 13]",False
6LWL,[13],[],"[295, 13]",False
6LWM,[13],[],"[295, 13]",False
6LWN,[13],[],"[295, 13]",False
6LWO,[13],[],"[295, 13]",False
6LWP,[13],[],"[295, 13]",False
6LWQ,"[13, 13]",[],[295],False
6LXN,"[27, 27]",[],[113],False
6M2V,[13],[],[212],False
6M3D,"[12, 12]",[],[148],True
6M3L,[23],[],[220],False
6M3V,"[355, 355]",[],"[136, 130, 126, 103]",False
6M44,"[355, 355]",[],"[136, 103, 130, 126]",False
6M4D,"[147, 147]",[],"[136, 103, 114, 126]",True
6M4G,"[147, 147]",[],"[136, 103, 126, 115]",True
6M4H,"[147, 147]",[],"[136, 103, 115, 126]",True
6M6A,"[63, 63]",[],"[315, 1119, 1524, 99, 978]",False
6M6B,"[63, 63]",[],"[315, 1119, 1524, 99, 978]",False
6M75,[7],[],[167],False
6M7J,"[31, 26]",[],"[347, 1179, 1326, 110, 531, 111]",False
6M7O,[8],[],"[435, 11]",False
6M7P,[8],[],"[435, 12]",False
6M7T,[8],[],"[435, 11]",False
6M7U,[8],[],"[435, 11]",False
6M7V,[8],[],"[435, 9]",False
6MDX,[2],[],[185],False
6MG1,[16],[],[78],True
6MG2,[16],[],[78],True
6MG3,[16],[],[78],True
6MHT,"[12, 12]",[],[327],True
6MIG,[],[],"[259, 8, 8]",True
6MIH,[],[],"[8, 259, 8]",True
6MII,[12],[],[610],False
6MIK,[],[],"[259, 8, 8]",False
6ML2,"[20, 20]",[],[151],False
6ML3,"[20, 20]",[],[151],False
6ML4,"[20, 20]",[],[151],False
6ML5,"[20, 20]",[],[151],False
6ML6,"[20, 20]",[],[151],False
6ML7,"[20, 20]",[],[151],False
6MP3,[8],[],"[435, 12]",False
6MQ8,[8],[],"[439, 12]",False
6MRJ,"[36, 36]",[],[148],False
6MU4,[11],[],"[577, 13]",False
6MU5,[10],[],"[580, 13]",False
6MUO,"[147, 147]",[],"[102, 94, 105, 92, 20, 212]",True
6MUP,"[147, 147]",[],"[94, 105, 92, 20, 212, 102]",True
6MXO,"[12, 9]",[],[442],False
6MZM,"[80, 80]",[],"[496, 218, 161, 339, 90, 97, 238, 1199, 1025, 800, 677, 677, 349, 310, 264]",True
6N1P,"[44, 44]",[],[511],True
6N4C,"[94, 94]",[],"[558, 1341, 1358, 316, 310, 90]",True
6N60,"[29, 24]",[],"[239, 1342, 1409, 91, 612, 21]",False
6N61,"[29, 24]",[],"[239, 1342, 1409, 90, 613, 19]",False
6N62,"[29, 24]",[],"[239, 1342, 1409, 91, 613]",False
6N7I,[25],[],[566],False
6N7N,[15],[],[566],False
6N7S,[25],[],[566],False
6N7T,[25],[],[566],False
6N7V,[76],[],[566],False
6N7W,"[25, 76]",[],"[704, 109]",False
6NCE,"[16, 16]",[],[100],False
6NCM,"[16, 16]",[],[100],False
6NE3,"[156, 156]",[],"[136, 103, 130, 99, 93, 467]",True
6NJ9,"[146, 146]",[],"[122, 416, 80, 135, 102, 129]",True
6NJQ,"[14, 14]",[],[220],True
6NJU,[10],[],[253],True
6NN6,"[145, 145]",[],"[135, 102, 129, 124, 416, 80]",True
6NOG,"[146, 146]",[],"[135, 102, 129, 122, 80, 416]",True
6NQA,"[146, 146]",[],"[102, 129, 122, 416, 80, 135]",True
6NSM,"[26, 26]",[],[198],True
6NSN,"[26, 26]",[],"[198, 198]",True
6NSR,"[26, 26]",[],[198],True
6NUA,[],[],"[227, 7]",True
6NUH,[],[],"[226, 7]",True
6NZO,"[149, 149]",[],"[136, 103, 221, 123, 939]",True
6O19,"[20, 20]",[],[59],False
6O1D,"[145, 145]",[],"[158, 103, 130, 126]",True
6O3T,"[21, 21]",[],[95],False
6O6K,"[10, 10]",[],[90],False
6O6P,"[25, 25]",[],[248],True
6O71,[4],[],[440],False
6O8E,"[20, 20]",[],[593],False
6O8F,"[20, 20]",[],[593],False
6O8G,"[15, 16]",[],[593],False
6O8H,"[16, 16]",[],[593],True
6O8Q,"[57, 57]",[],[91],False
6O96,"[146, 146]",[],"[135, 103, 130, 123, 331, 76]",True
6O9E,[38],[],"[555, 429]",False
6O9L,"[65, 65]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 760, 548, 462, 309, 308, 71, 395, 782, 275, 346, 323, 142, 210, 127, 172, 150, 125]",True
6OAJ,"[19, 20]",[],[90],False
6OBJ,[40],[],[339],True
6OD3,[13],[],[62],False
6OD4,[11],[],[62],False
6OD5,[],[],"[62, 12]",False
6OE7,[6],[],"[276, 12]",False
6OEA,"[12, 6]",[],[276],False
6OEB,"[9, 6]",[],[276],False
6OGJ,"[12, 12]",[],[98],True
6OGK,"[12, 12]",[],[99],True
6OLA,[4],[],[196],True
6OM3,"[146, 147]",[],"[135, 103, 130, 126, 224]",False
6OMF,"[66, 66]",[],"[239, 1342, 1407, 91, 331, 136]",False
6ON0,[17],[],[71],False
6OOV,[13],[],[276],False
6OPM,[21],[],"[431, 13]",False
6OR7,"[21, 27]",[],"[561, 452]",False
6OTZ,"[21, 27]",[],"[558, 452]",False
6OUL,"[85, 85]",[],"[329, 1342, 1430, 91, 616]",True
6OUN,"[21, 27]",[],"[452, 558]",False
6P0G,"[6, 6]",[],[185],False
6P0S,"[27, 27]",[],"[98, 55]",True
6P0T,"[27, 27]",[],"[98, 55]",True
6P0U,"[27, 27]",[],"[98, 55]",True
6P1A,"[21, 21]",[],[162],True
6P1H,[30],[],"[1119, 494, 350]",False
6P1I,"[21, 27]",[],"[560, 452]",False
6P1X,"[21, 27]",[],"[560, 452]",False
6P2G,"[21, 27]",[],"[560, 452]",False
6P4F,"[24, 23]",[],"[440, 373]",False
6P5C,"[9, 9]",[],[581],True
6P70,"[21, 27]",[],"[315, 1119, 1524, 99, 423]",False
6P7B,"[29, 29]",[],[149],False
6P7E,"[21, 25]",[],"[704, 109, 4, 3]",False
6PA7,"[167, 167]",[],"[135, 103, 129, 123, 689, 770]",True
6PAX,"[26, 26]",[],[133],False
6PB5,"[78, 78]",[],"[329, 1342, 1407, 91, 628, 210]",False
6PB6,"[78, 78]",[],"[329, 1342, 1407, 91, 628, 210]",False
6PBD,"[19, 19]",[],[366],False
6PCM,[25],[],[842],False
6PL7,"[12, 8]",[],[435],False
6PL8,"[12, 8]",[],[435],False
6PLC,"[12, 8]",[],[435],False
6PPR,[70],[],"[1095, 1045]",False
6PPU,[70],[],"[1095, 724]",False
6PQR,"[24, 24]",[],[497],True
6PQY,"[16, 16]",[],[497],True
6PSQ,"[85, 85]",[],"[1430, 72, 329, 1342, 91, 616]",True
6PSR,"[85, 85]",[],"[329, 1342, 1430, 91, 616, 72]",True
6PSS,"[85, 85]",[],"[329, 1342, 1430, 91, 616, 72]",False
6PST,"[85, 85]",[],"[72, 329, 1342, 1430, 91, 616]",False
6PSU,"[85, 85]",[],"[72, 329, 1342, 1430, 91, 616]",True
6PSV,"[85, 85]",[],"[72, 329, 1342, 1430, 91, 616]",True
6PSW,"[85, 85]",[],"[329, 1342, 1430, 91, 616, 72]",True
6PUT,"[25, 27]",[],[383],False
6PUW,"[27, 25]",[],[383],False
6PUY,"[27, 25]",[],[383],False
6PUZ,"[25, 27]",[],[383],False
6PW2,"[62, 62]",[],[147],True
6PWE,"[147, 147]",[],"[103, 123, 136, 124]",True
6PWF,"[147, 147]",[],"[136, 103, 123, 640, 124]",True
6PWV,"[147, 147]",[],"[538, 102, 534, 313, 209, 136, 103, 129, 122]",True
6PWW,"[147, 147]",[],"[538, 313, 209, 136, 103, 129, 123]",True
6PWX,"[147, 147]",[],"[103, 538, 136, 129, 123]",True
6PX1,"[149, 149]",[],"[136, 103, 221, 123]",True
6PX3,"[149, 149]",[],"[136, 103, 221, 123, 939]",True
6PY8,"[16, 16]",[],"[114, 444, 369]",False
6PZ3,"[8, 12]",[],[435],False
6Q02,"[8, 12]",[],[435],False
6Q0C,[11],[],"[366, 11]",False
6Q2B,[26],[],[153],True
6Q4T,"[16, 12]",[],[774],False
6Q4U,"[12, 16]",[],[541],False
6Q4V,"[12, 16]",[],[541],False
6Q6R,[16],[],[29],False
6QEC,"[10, 10]",[],[65],False
6QEM,[36],[],"[471, 245]",False
6QFD,"[28, 28]",[],[116],True
6QH0,"[28, 28]",[],[116],True
6QHD,"[18, 18]",[],[596],False
6QIB,"[11, 16]",[],[1192],False
6QIL,"[28, 28]",[],[116],True
6QLD,"[124, 124]",[],"[22, 270, 231, 190, 237, 151, 90, 79, 93, 115, 105, 94, 102, 133, 408, 122, 241, 447, 212]",True
6QTK,[20],[],"[202, 490]",True
6QTP,[20],[],"[202, 490]",False
6QUA,"[28, 28]",[],[117],True
6QWF,"[30, 30]",[],[239],True
6QWH,"[30, 30]",[],[239],True
6QWK,"[30, 30]",[],[239],True
6QWM,"[30, 30]",[],[239],True
6QX1,[20],[],"[202, 490]",True
6QXF,"[25, 25]",[],"[219, 302, 114]",True
6QXT,"[64, 64]",[],"[219, 302, 114]",True
6QY3,"[66, 66]",[],"[219, 302, 114]",True
6QZK,"[21, 19]",[],[748],False
6R0C,"[145, 145]",[],"[103, 130, 126, 136]",True
6R1T,"[147, 147]",[],"[99, 87, 111, 96]",True
6R1U,"[147, 147]",[],"[135, 102, 129, 122, 776, 124, 135]",True
6R25,"[147, 147]",[],"[776, 12, 135, 135, 102, 129, 126]",True
6R2V,"[25, 25]",[],"[75, 97, 95]",False
6R64,"[10, 10]",[],[152],True
6R8Y,[145],[],"[139, 106, 133, 129, 103, 144, 1144, 431]",False
6R8Z,[145],[],"[139, 106, 133, 129, 1163, 431, 145]",False
6R90,[145],[],"[139, 106, 133, 129, 145, 1163, 450]",False
6R91,[145],[],"[139, 106, 133, 129, 145, 1163, 450]",False
6R92,[145],[],"[145, 450, 139, 106, 133, 129, 1163]",False
6R93,[145],[],"[145, 139, 106, 133, 129]",False
6R94,[145],[],"[145, 139, 106, 133, 129]",False
6RAU,"[21, 21]",[],[442],False
6RAW,"[26, 13]",[],"[887, 202, 203, 212, 228, 819, 866, 733, 817, 720, 575]",False
6RAX,"[21, 8]",[],"[887, 202, 203, 212, 228, 819, 866, 733, 817, 720, 575]",False
6RAY,[13],[],"[819, 228, 887, 866, 720, 817, 733, 575, 202, 203, 212]",False
6RAZ,"[21, 2]",[],"[817, 819, 866, 720, 575, 202, 203, 212, 228, 887, 733]",False
6RCN,[2],[],[180],False
6RKS,"[14, 18]",[],"[875, 804]",False
6RKU,"[14, 18]",[],"[875, 804]",False
6RKV,"[14, 18]",[],"[875, 804]",False
6RKW,"[58, 62]",[],"[875, 804]",False
6RNM,[14],[],"[271, 14]",False
6RNO,[14],[],"[271, 14]",False
6RNR,[14],[],"[272, 14]",False
6RO2,[14],[],"[271, 14]",False
6RO4,"[49, 49]",[],"[782, 71, 760, 308, 395, 462, 273]",False
6ROK,[14],[],"[271, 14]",False
6RP0,[14],[],"[271, 14]",False
6RP7,[14],[],"[271, 14]",False
6RQC,"[88, 88]",[],"[949, 775, 1017, 845, 620, 616, 529, 479, 435, 868, 1006, 933]",True
6RQH,"[70, 70]",[],"[137, 215, 155, 326, 146, 125, 70, 142, 70, 233, 627, 514, 894, 507, 415, 1664, 1203, 335]",True
6RQL,"[70, 70]",[],"[137, 215, 155, 326, 146, 125, 70, 142, 70, 233, 627, 514, 894, 507, 415, 1664, 1203, 335]",True
6RQT,"[70, 70]",[],"[146, 125, 70, 142, 70, 415, 233, 627, 1664, 1203, 335, 137, 215, 155, 326]",False
6RRD,"[70, 70]",[],"[1203, 335, 137, 215, 155, 326, 146, 70, 142, 70, 627, 514, 894, 507, 125, 233, 415, 1664]",True
6RUI,"[70, 70]",[],"[215, 155, 326, 146, 70, 142, 70, 627, 514, 894, 507, 125, 233, 415, 1664, 1203, 335, 137]",True
6RUO,"[70, 70]",[],"[514, 146, 125, 70, 142, 70, 233, 627, 894, 507, 415, 1664, 1203, 335, 137, 215, 155, 326]",False
6RWE,"[70, 70]",[],"[326, 146, 125, 70, 142, 70, 233, 627, 514, 894, 507, 415, 1664, 1203, 335, 137, 215, 155]",False
6RWL,"[30, 33]",[],"[290, 289, 290]",False
6RWM,"[30, 33]",[],[290],False
6RWN,"[33, 30]",[],[290],False
6RWO,"[33, 30]",[],[290],False
6RYD,"[16, 16]",[],[76],True
6RYI,"[16, 16]",[],[76],True
6RYL,"[16, 16]",[],[76],True
6RYR,"[149, 149]",[],"[136, 103, 130, 123, 1927]",True
6RYU,"[149, 149]",[],"[136, 103, 130, 123, 1927]",True
6S01,"[165, 165]",[],"[135, 102, 129, 122, 530]",True
6S16,"[33, 33]",[],[169],False
6S1M,"[25, 38]",[],"[1107, 469, 474, 137, 264]",False
6S1N,"[25, 38]",[],"[1107, 469, 474, 137, 264]",False
6S1O,"[25, 38]",[],"[1107, 469, 474, 137, 264]",False
6S3H,[7],[],[444],False
6S3I,[14],[],[444],False
6S3M,[18],[],[444],False
6S3N,"[18, 18]",[],[444],False
6S3O,[18],[],[444],False
6S3P,[18],[],[443],False
6S6H,[20],[],[143],True
6S85,"[60, 60]",[],"[1048, 407]",True
6SDG,"[21, 21]",[],[366],True
6SE0,"[145, 145]",[],"[140, 103, 129, 126, 130]",True
6SE6,"[145, 145]",[],"[140, 103, 130, 126, 124]",True
6SEE,"[145, 145]",[],"[140, 103, 130, 126, 124]",True
6SEF,"[145, 145]",[],"[140, 103, 130, 126, 124]",True
6SEG,"[145, 145]",[],"[140, 103, 130, 126]",True
6SEI,[33],[],"[324, 104]",False
6SJB,[85],[],"[1181, 1122, 608]",False
6SJE,[85],[],"[1181, 1122, 608]",False
6SJF,[85],[],"[1181, 1122, 608]",False
6SJG,[85],[],"[1181, 1122, 608]",False
6SKL,"[61, 85]",[],"[933, 845, 650, 317, 868, 294, 927, 1238, 971, 775, 1017, 208, 213, 217]",False
6SKO,[85],[],"[1017, 845, 868, 775, 971, 933]",False
6SXB,"[10, 10]",[],"[297, 916]",True
6SY0,[18],[],[139],True
6T1F,[22],[],[257],True
6T21,"[10, 10]",[],[152],True
6T22,[],[],"[152, 10, 10]",True
6T2U,[83],[],"[1181, 1122, 608]",False
6T2V,[87],[],"[1181, 1122, 608]",False
6T5T,[14],[],[441],True
6T78,"[16, 16]",[],[109],True
6T79,"[147, 147]",[],"[136, 103, 151, 126]",True
6T7A,"[147, 147]",[],"[136, 103, 151, 126, 109]",True
6T7B,"[147, 147]",[],"[136, 103, 151, 126, 89]",True
6T7C,"[147, 147]",[],"[136, 103, 151, 126, 109]",True
6T7D,"[151, 151]",[],"[136, 103, 151, 126, 109]",True
6T8B,[20],[],[491],True
6T8G,[16],[],[491],True
6T8H,"[18, 25]",[],"[261, 619, 1275]",False
6T8O,[14],[],[491],True
6T90,"[153, 147]",[],"[105, 139, 106, 133, 128, 137, 643]",False
6T93,"[153, 153]",[],"[139, 106, 133, 129]",True
6T9L,"[145, 145]",[],"[135, 96, 99, 657, 76, 102, 129, 122, 125, 471]",True
6TBZ,[16],[],[131],True
6TC9,[14],[],"[14, 275]",False
6TCE,[16],[],[134],True
6TDA,"[237, 237]",[],"[135, 581, 483, 502, 78, 625, 1359, 477, 467, 157, 383, 102, 129, 122, 426, 1114, 435]",True
6TEM,"[145, 145]",[],"[129, 140, 103, 125]",True
6TNF,[],[],"[1439, 1338, 76, 33]",True
6TNY,"[25, 38]",[],"[1107, 469, 474, 137, 264]",False
6TNZ,"[25, 38]",[],"[1107, 469, 474, 137, 264, 380]",False
6TUO,[14],[],[441],True
6TUP,[6],[],[46],False
6TUW,"[11, 11]",[],[355],False
6TUX,"[11, 11]",[],[351],False
6U0M,"[23, 15]",[],"[208, 191, 291, 646, 664, 722, 670, 667, 729, 198, 753]",False
6U15,[28],[],"[227, 28]",False
6U16,[28],[],"[227, 28]",False
6U17,[28],[],"[227, 28]",False
6U6X,[5],[],[533],False
6U6Z,[6],[],[535],False
6U7T,[11],[],"[366, 11]",False
6U81,"[17, 20]",[],[132],False
6U82,[38],[],[134],False
6U8P,[],[25],"[291, 209]",False
6U8Q,"[27, 25]",[],[364],False
6U8V,[],[25],"[291, 209]",False
6U8W,[],[25],"[291, 209]",False
6U8X,[],[25],"[291, 209]",False
6U90,[],[25],"[291, 209]",False
6U91,[],[25],"[209, 291]",False
6U9Q,"[13, 13]",[],[110],False
6UBF,"[24, 24]",[],"[531, 171]",False
6UEO,"[14, 14]",[],[219],False
6UEP,"[14, 14]",[],[219],False
6UEQ,"[14, 14]",[],[219],False
6UER,"[14, 14]",[],[219],False
6UEU,[9],[],"[580, 12]",False
6UG1,"[21, 21]",[],"[504, 57]",True
6UGM,"[147, 146]",[],"[135, 439, 3, 342, 405, 134, 102, 107, 125, 125, 327, 275]",False
6UH5,"[146, 146]",[],"[135, 439, 76, 8, 342, 405, 134, 102, 107, 125, 125, 327, 275]",True
6UI2,"[12, 8]",[],[435],False
6UIN,[24],[],"[538, 171, 24]",False
6UIR,"[21, 27]",[],"[572, 440]",False
6UIS,"[21, 27]",[],"[572, 440]",False
6UIT,"[21, 27]",[],"[572, 440]",False
6UJX,"[21, 27]",[],"[572, 440]",False
6UJY,"[21, 27]",[],"[572, 440]",False
