pdbid,dna,U,protein,duplex,max p,max U,min dna
5INP,[9],[],[256],False,256,0,9
5INQ,[9],[],[256],False,256,0,9
5ITH,[10],[],[92],False,92,0,10
5ITR,"[26, 26]",[],[400],False,400,0,26
5ITT,"[26, 26]",[],[400],False,400,0,26
5ITU,"[13, 13]",[],[400],False,400,0,13
5ITX,[26],[],"[390, 400]",False,400,0,26
5ITY,[26],[],[400],False,400,0,26
5IWM,"[20, 20]",[],"[202, 490]",True,490,0,20
5J2Y,"[26, 26]",[],[80],False,80,0,26
5J37,[30],[],[257],False,257,0,30
5J3E,[12],[],[225],True,225,0,12
5J5P,[6],[],[409],True,409,0,6
5J5Q,[14],[],[409],True,409,0,14
5J70,"[17, 17]",[],[271],True,271,0,17
5JGH,"[22, 22]",[],[163],True,163,0,22
5JH0,"[22, 22]",[],[163],True,163,0,22
5JJV,"[13, 17]",[],[363],False,363,0,13
5JK0,"[30, 30]",[],[363],False,363,0,30
5JLT,"[22, 22]",[],[125],True,125,0,22
5JLW,[15],[],"[61, 15]",False,61,0,15
5JLX,[15],[],"[61, 15]",False,61,0,15
5JRE,[10],[],[219],False,219,0,10
5JUB,"[20, 20]",[],"[310, 8]",True,310,0,20
5JUM,[8],[],"[435, 12]",False,435,0,8
5JVT,"[11, 11]",[],[104],True,104,0,11
5JXY,[28],[],"[204, 28]",False,204,0,28
5K07,[8],[],[60],False,60,0,8
5K17,[8],[],[60],False,60,0,8
5K1Y,"[33, 33]",[],[92],False,92,0,33
5K58,[12],[],"[190, 8]",True,190,0,12
5K5H,"[13, 13]",[],[122],False,122,0,13
5K5I,"[13, 13]",[],[117],False,117,0,13
5K5J,"[13, 13]",[],[117],False,117,0,13
5K5L,"[11, 11]",[],[93],True,93,0,11
5K5O,"[26, 26]",[],[98],True,98,0,26
5K5Q,"[32, 32]",[],[92],False,92,0,32
5K5R,"[32, 32]",[],[98],False,98,0,32
5K7Z,[16],[],[231],True,231,0,16
5K83,[10],[],[196],False,196,0,10
5K98,"[23, 23]",[],"[448, 91]",True,448,0,23
5KBD,"[10, 10]",[],[207],True,207,0,10
5KBJ,"[32, 32]",[],[132],True,132,0,32
5KE6,"[10, 10]",[],[93],True,93,0,10
5KE7,"[10, 10]",[],[93],True,93,0,10
5KE8,"[10, 10]",[],[93],True,93,0,10
5KE9,"[10, 10]",[],[93],True,93,0,10
5KEA,"[10, 10]",[],[93],True,93,0,10
5KEB,"[10, 10]",[],[93],True,93,0,10
5KEG,[15],[],[203],False,203,0,15
5KFA,"[12, 8]",[],[435],False,435,0,8
5KFB,"[12, 8]",[],[435],False,435,0,8
5KFC,"[12, 8]",[],[435],False,435,0,8
5KFD,"[12, 8]",[],[435],False,435,0,8
5KFE,"[12, 8]",[],[435],False,435,0,8
5KFF,"[12, 8]",[],[435],False,435,0,8
5KFG,"[12, 8]",[],[435],False,435,0,8
5KFH,"[12, 9]",[],[435],False,435,0,9
5KFI,"[12, 9]",[],[435],False,435,0,9
5KFJ,"[12, 9]",[],[435],False,435,0,9
5KFK,"[12, 9]",[],[435],False,435,0,9
5KFL,"[12, 9]",[],[435],False,435,0,9
5KFM,"[12, 8]",[],[435],False,435,0,8
5KFN,"[12, 8]",[],[435],False,435,0,8
5KFO,"[12, 8]",[],[435],False,435,0,8
5KFP,"[12, 9]",[],[435],False,435,0,9
5KFQ,"[12, 9]",[],[435],False,435,0,9
5KFR,"[12, 9]",[],[435],False,435,0,9
5KFS,"[12, 8]",[],[435],False,435,0,8
5KFT,"[12, 8]",[],[435],False,435,0,8
5KFU,"[12, 8]",[],[435],False,435,0,8
5KFV,"[12, 8]",[],[435],False,435,0,8
5KFW,"[12, 9]",[],[435],False,435,0,9
5KFX,"[12, 9]",[],[435],False,435,0,9
5KFY,"[12, 8]",[],[435],False,435,0,8
5KFZ,"[12, 9]",[],[435],False,435,0,9
5KG0,"[12, 9]",[],[435],False,435,0,9
5KG1,"[12, 9]",[],[435],False,435,0,9
5KG2,"[12, 9]",[],[435],False,435,0,9
5KG3,"[12, 9]",[],[435],False,435,0,9
5KG4,"[12, 9]",[],[435],False,435,0,9
5KG5,"[12, 9]",[],[435],False,435,0,9
5KG6,"[12, 9]",[],[435],False,435,0,9
5KG7,"[12, 9]",[],[435],False,435,0,9
5KGF,"[145, 145]",[],"[136, 103, 130, 126, 21, 76]",True,136,0,145
5KK1,"[31, 31]",[],[92],False,92,0,31
5KKQ,"[17, 17]",[],[150],True,150,0,17
5KL2,"[11, 11]",[],[93],False,93,0,11
5KL3,"[11, 11]",[],[93],False,93,0,11
5KL4,"[11, 11]",[],[93],False,93,0,11
5KL5,[11],[],"[93, 11]",False,93,0,11
5KL6,"[11, 11]",[],[93],False,93,0,11
5KL7,[11],[],"[93, 11]",False,93,0,11
5KN8,"[10, 10]",[],[232],True,232,0,10
5KN9,"[10, 10]",[],[232],False,232,0,10
5KRB,"[16, 16]",[],[84],True,84,0,16
5KT2,"[10, 7]",[],[420],False,420,0,7
5KT3,"[10, 7]",[],[420],False,420,0,7
5KT4,"[10, 7]",[],[445],False,445,0,7
5KT5,"[10, 7]",[],[445],False,445,0,7
5KT6,"[9, 7]",[],[445],False,445,0,7
5KT7,"[10, 7]",[],[445],False,445,0,7
5KUB,[12],[],"[241, 12]",False,241,0,12
5L0M,"[12, 12]",[],[112],True,112,0,12
5L1I,"[12, 9]",[],[435],False,435,0,9
5L1J,"[12, 8]",[],[435],False,435,0,8
5L1K,"[12, 8]",[],[435],False,435,0,8
5L1L,"[12, 8]",[],[435],False,435,0,8
5L6L,"[27, 27]",[],"[85, 128]",True,128,0,27
5L9X,"[12, 9]",[],[435],False,435,0,9
5LCL,[15],[],"[119, 371, 15]",False,371,0,15
5LCM,[15],[],"[119, 15]",False,119,0,15
5LEJ,"[30, 30]",[],[237],True,237,0,30
5LEK,"[30, 30]",[],[237],True,237,0,30
5LGY,"[21, 21]",[],[198],True,198,0,21
5LRS,"[30, 30]",[],[237],True,237,0,30
5LTY,"[18, 18]",[],[71],True,71,0,18
5LXU,"[10, 10]",[],[57],False,57,0,10
5MCT,[21],[],[200],False,200,0,21
5MCU,[21],[],[200],False,200,0,21
5MEY,[18],[],[135],True,135,0,18
5MEZ,[16],[],[135],True,135,0,16
5MF0,[16],[],[135],True,135,0,16
5MF7,[21],[],[200],False,200,0,21
5MG7,[21],[],[200],False,200,0,21
5MHJ,"[12, 12]",[],[201],True,201,0,12
5MHK,"[19, 19]",[],"[231, 4]",True,231,0,19
5MHT,"[12, 12]",[],[327],True,327,0,12
5MLU,"[145, 145]",[],"[97, 84, 105, 93, 94, 17]",True,105,0,145
5MMA,"[19, 17]",[],[395],False,395,0,17
5MMB,"[19, 17]",[],[395],False,395,0,17
5MPF,[12],[],[238],True,238,0,12
5N2Q,[27],[],[198],False,198,0,27
5N6I,"[39, 39]",[],[370],True,370,0,39
5NJ8,"[12, 12]",[],"[239, 254]",True,254,0,12
5NL0,"[197, 197]",[],"[135, 102, 129, 122, 196]",True,196,0,197
5NM9,[18],[],[143],True,143,0,18
5NNU,[11],[],"[11, 240]",False,240,0,11
5NNX,"[18, 18]",[],[74],True,74,0,18
5NO1,"[19, 17]",[],[395],False,395,0,17
5NO6,"[18, 18]",[],"[62, 73]",True,73,0,18
5NW9,[9],[],[485],False,485,0,9
5NWA,[11],[],[485],False,485,0,11
5O63,"[9, 9]",[],[186],True,186,0,9
5O6G,"[25, 25]",[],[200],True,200,0,25
5O6I,"[25, 25]",[],[200],True,200,0,25
5OD6,[16],[],[128],True,128,0,16
5ODG,[16],[],[128],True,128,0,16
5ODL,[9],[],[180],False,180,0,9
5ODP,[10],[],[196],False,196,0,10
5OMX,"[147, 147]",[],"[135, 103, 129, 122]",True,135,0,147
5OND,[9],[],[162],False,162,0,9
5ONG,"[147, 147]",[],"[135, 103, 129, 122]",True,135,0,147
5ONW,"[147, 147]",[],"[122, 135, 103, 129]",True,135,0,147
5ORQ,[10],[],[364],False,364,0,10
5OXV,"[313, 312]",[],"[126, 130, 102, 135]",False,135,0,312
5OY7,"[634, 628]",[],"[126, 135, 102, 130]",False,135,0,628
5SWW,[15],[],[204],False,204,0,15
5SY7,"[21, 21]",[],"[384, 410]",False,410,0,21
5SZX,"[18, 18]",[],[62],False,62,0,18
5T00,"[17, 17]",[],[150],True,150,0,17
5T01,"[19, 19]",[],[64],False,64,0,19
5T0U,"[23, 23]",[],[177],True,177,0,23
5T1J,[24],[],[204],True,204,0,24
5T2H,"[26, 26]",[],[299],False,299,0,26
5T2N,"[26, 26]",[],[296],False,296,0,26
5T2O,"[26, 26]",[],[302],False,302,0,26
5T2W,[28],[],"[227, 28]",False,227,0,28
5T4I,"[9, 9]",[],[317],True,317,0,9
5T5C,"[9, 9]",[],[317],True,317,0,9
5T5K,"[90, 90]",[],[69],False,69,0,90
5T7X,"[18, 18]",[],[149],True,149,0,18
5T8D,"[26, 26]",[],[296],False,296,0,26
5TD5,[7],[],[190],False,190,0,7
5TGX,"[27, 27]",[],[226],False,226,0,27
5THG,"[29, 29]",[],[304],False,304,0,29
5TKZ,[20],[],[94],False,94,0,20
5TRD,"[19, 19]",[],[230],False,230,0,19
5TVP,[9],[],"[256, 81]",False,256,0,9
5U01,[27],[],[273],False,273,0,27
5U1J,"[21, 21]",[],[322],False,322,0,21
5U91,"[37, 37]",[],[345],False,345,0,37
5UA1,"[18, 18]",[],[203],True,203,0,18
5UA2,"[26, 26]",[],[224],True,224,0,26
5UAN,"[17, 17]",[],"[365, 397, 10]",True,397,0,17
5UI5,"[31, 31]",[],[342],False,342,0,31
5UK7,"[20, 20]",[],[68],True,68,0,20
5ULW,"[7, 11]",[],[420],False,420,0,7
5ULX,"[7, 11]",[],[420],False,420,0,7
5UND,"[28, 28]",[],[202],True,202,0,28
5UOP,"[19, 17]",[],[395],False,395,0,17
5UOQ,"[19, 17]",[],[395],False,395,0,17
5UUF,[12],[],"[241, 12]",False,241,0,12
5UUG,[9],[],"[241, 9]",False,241,0,9
5UUH,[9],[],"[241, 9]",False,241,0,9
5UZV,"[13, 10]",[],[358],False,358,0,10
5V04,"[13, 10]",[],[358],False,358,0,10
5V05,"[13, 10]",[],[358],False,358,0,10
5V06,"[13, 10]",[],[358],False,358,0,10
5V07,"[13, 10]",[],[352],False,352,0,10
5V08,"[13, 10]",[],[352],False,352,0,10
5V09,"[13, 10]",[],[358],False,358,0,10
5V0A,"[13, 9]",[],[358],False,358,0,9
5V0B,"[13, 9]",[],[358],False,358,0,9
5V0C,"[13, 12]",[],[358],False,358,0,12
5V0E,"[14, 14]",[],[358],False,358,0,14
5V0L,"[17, 14]",[],"[279, 241]",False,279,0,14
5V0Q,"[26, 26]",[],[300],False,300,0,26
5V3G,"[21, 21]",[],[174],False,174,0,21
5V3J,"[26, 26]",[],[284],True,284,0,26
5V3M,"[28, 28]",[],[314],True,314,0,28
5VA0,"[16, 16]",[],[72],True,72,0,16
5VA7,"[16, 16]",[],[70],True,70,0,16
5VC8,[12],[],"[141, 3]",True,141,0,12
5VC9,[12],[],[49],True,49,0,12
5VFX,"[23, 23]",[],[107],True,107,0,23
5VHV,[11],[],"[361, 11]",False,361,0,11
5VI0,[11],[],"[369, 11]",False,369,0,11
5VL9,"[14, 14]",[],[192],True,192,0,14
5VMU,"[18, 18]",[],[134],True,134,0,18
5VMV,[18],[],[134],True,134,0,18
5VMW,"[18, 18]",[],[134],True,134,0,18
5VMX,"[18, 18]",[],[134],True,134,0,18
5VMY,"[18, 18]",[],[134],True,134,0,18
5VMZ,"[18, 18]",[],[134],True,134,0,18
5VPE,"[19, 19]",[],"[68, 68]",True,68,0,19
5VPF,"[19, 19]",[],"[68, 68]",True,68,0,19
5VVJ,"[28, 112]",[],"[305, 95]",False,305,0,28
5VXN,"[18, 18]",[],[216],True,216,0,18
5W2M,[10],[],[184],False,184,0,10
5W34,"[12, 12]",[],[325],True,325,0,12
5W35,"[12, 13]",[],[325],False,325,0,12
5W36,[14],[],[325],False,325,0,14
5W43,"[22, 22]",[],[216],True,216,0,22
5W7G,[252],[],"[140, 132]",True,140,0,252
5W9Q,[12],[],[60],True,60,0,12
5W9S,[12],[],[71],True,71,0,12
5WC9,"[21, 21]",[],[152],False,152,0,21
5WCU,"[167, 167]",[],"[98, 82, 104, 94, 76]",True,104,0,167
5WJQ,"[28, 28]",[],[288],True,288,0,28
5WM1,"[12, 17]",[],[434],False,434,0,12
5WM8,"[12, 17]",[],[434],False,434,0,12
5WMB,"[12, 17]",[],[434],False,434,0,12
5WVW,[8],[],[60],True,60,0,8
5WVY,[8],[],[60],True,60,0,8
5WVZ,[8],[],[60],True,60,0,8
5WWC,[8],[],[60],True,60,0,8
5WX9,"[11, 11]",[],[131],True,131,0,11
5X07,"[16, 16]",[],[104],True,104,0,16
5X11,"[28, 28]",[],[188],True,188,0,28
5X5L,"[25, 25]",[],[109],True,109,0,25
5X6D,"[29, 29]",[],[237],False,237,0,29
5X6E,"[29, 29]",[],[237],False,237,0,29
5X6G,"[16, 16]",[],[150],False,150,0,16
5X6H,[14],[],[150],True,150,0,14
5X6M,"[22, 22]",[],[150],False,150,0,22
5X7X,[146],[],"[139, 106, 133, 129]",True,139,0,146
5XF3,"[145, 145]",[],"[126, 136, 103, 130]",True,136,0,145
5XF4,"[145, 145]",[],"[136, 103, 130, 126]",True,136,0,145
5XF5,"[145, 145]",[],"[136, 103, 130, 126]",True,136,0,145
5XF6,"[145, 145]",[],"[128, 135, 102, 125]",True,135,0,145
5XFP,[13],[],[336],False,336,0,13
5XFQ,[13],[],"[336, 13]",False,336,0,13
5XFR,[13],[],"[317, 8]",False,317,0,13
5XM0,[146],[],"[139, 106, 133, 129]",True,139,0,146
5XM1,[146],[],"[139, 106, 133, 129]",True,139,0,146
5XM8,"[36, 23]",[],[177],False,177,0,23
5XM9,"[36, 23]",[],[177],False,177,0,23
5XRZ,[40],[],[215],False,215,0,40
5XSK,"[10, 10]",[],[120],True,120,0,10
5XVN,[28],[],"[288, 109]",False,288,0,28
5XXP,"[25, 25]",[],[101],True,101,0,25
5XZB,"[15, 14]",[],[357],False,357,0,14
5XZE,"[15, 14]",[],[362],False,362,0,14
5XZG,"[15, 14]",[],[362],False,362,0,14
5Y0C,[146],[],"[139, 106, 133, 129]",True,139,0,146
5Y0D,[146],[],"[139, 106, 133, 129]",True,139,0,146
5YBD,"[9, 10]",[],[97],False,97,0,9
5YEF,"[27, 28]",[],[199],False,199,0,27
5YEG,"[21, 20]",[],"[142, 141]",False,142,0,20
5YEH,"[20, 20]",[],[142],False,142,0,20
5YEJ,"[19, 19]",[],[232],True,232,0,19
5YEL,"[26, 26]",[],[176],False,176,0,26
5YI2,[16],[],[146],True,146,0,16
5YI3,[16],[],[146],True,146,0,16
5YIV,"[9, 9]",[],[49],False,49,0,9
5YIW,"[11, 11]",[],[49],False,49,0,11
5YJ3,"[18, 18]",[],[107],False,107,0,18
5YUR,[18],[],[352],False,352,0,18
5YUS,[18],[],[352],False,352,0,18
5YUT,[18],[],[352],False,352,0,18
5YUU,"[18, 19]",[],[352],False,352,0,18
5YUV,"[18, 19]",[],[352],False,352,0,18
5YUW,"[18, 19]",[],[352],False,352,0,18
5YUX,"[19, 18]",[],[352],False,352,0,18
5YUY,"[18, 19]",[],[352],False,352,0,18
5YUZ,"[18, 19]",[],[352],False,352,0,18
5YV0,"[18, 19]",[],[352],False,352,0,18
5YV1,"[18, 19]",[],[352],False,352,0,18
5YV2,"[18, 19]",[],[352],False,352,0,18
5YV3,"[18, 19]",[],[352],False,352,0,18
5YWS,[22],[],[276],False,276,0,22
5YWT,[19],[],[276],False,276,0,19
5YYD,[18],[],[352],False,352,0,18
5YYE,[18],[],[352],False,352,0,18
5YZY,"[13, 13]",[],[128],False,128,0,13
5YZZ,"[13, 13]",[],[128],False,128,0,13
5Z23,[146],[],"[141, 106, 167, 129]",True,167,0,146
5Z2T,"[15, 14]",[],[64],False,64,0,14
5Z30,[146],[],"[139, 106, 131, 129]",True,139,0,146
5Z6Z,"[19, 19]",[],[153],True,153,0,19
5Z7D,"[16, 16]",[],[412],True,412,0,16
5Z7I,"[11, 10]",[],[49],False,49,0,10
5ZBX,[146],[],"[141, 106, 133, 129]",True,141,0,146
5ZCW,"[14, 14]",[],[482],False,482,0,14
5ZD4,[15],[],[453],False,453,0,15
5ZFW,"[19, 19]",[],[149],True,149,0,19
5ZFY,"[19, 19]",[],[149],True,149,0,19
5ZFZ,"[19, 19]",[],[149],True,149,0,19
5ZG9,[20],[],[169],False,169,0,20
5ZGN,"[27, 27]",[],"[88, 177]",True,177,0,27
5ZJQ,"[14, 14]",[],"[84, 74]",True,84,0,14
5ZJR,"[14, 14]",[],"[84, 74]",True,84,0,14
5ZJS,"[14, 14]",[],"[84, 74]",True,84,0,14
5ZJT,"[14, 14]",[],"[84, 74]",True,84,0,14
5ZK1,[20],[],"[59, 42]",True,59,0,20
5ZKI,[12],[],[348],True,348,0,12
5ZKL,[12],[],[82],False,82,0,12
5ZKM,[6],[],[82],False,82,0,6
5ZKO,[20],[],"[59, 80]",True,80,0,20
5ZLV,"[18, 19]",[],[352],False,352,0,18
5ZMC,"[16, 16]",[],"[111, 295]",False,295,0,16
5ZMD,[9],[],[463],False,463,0,9
5ZMN,[10],[],[354],True,354,0,10
5ZMO,[8],[],[172],True,172,0,8
5ZU1,"[17, 17]",[],[63],False,63,0,17
5ZUO,"[17, 17]",[],[67],False,67,0,17
5ZUP,"[17, 17]",[],[67],False,67,0,17
5ZUX,[18],[],[92],True,92,0,18
5ZVA,[10],[],[209],False,209,0,10
5ZVB,[9],[],[209],False,209,0,9
5ZYT,[18],[],[324],False,324,0,18
5ZYU,[15],[],[254],False,254,0,15
5ZYV,[15],[],[254],False,254,0,15
6A2H,"[6, 6]",[],[60],True,60,0,6
6A2I,[18],[],[60],True,60,0,18
6A47,[23],[],[256],False,256,0,23
6A4B,[18],[],[256],False,256,0,18
6A57,"[16, 16]",[],[140],False,140,0,16
6A8R,"[11, 11]",[],[60],True,60,0,11
6AKO,"[16, 16]",[],[103],True,103,0,16
6AKP,[16],[],[103],True,103,0,16
6AMA,"[99, 99]",[],[71],True,71,0,99
6AMK,"[22, 22]",[],[72],False,72,0,22
6ASB,[12],[],[123],True,123,0,12
6ASD,[12],[],[47],True,47,0,12
6B0O,"[13, 13]",[],[119],False,119,0,13
6B0P,"[13, 13]",[],[119],False,119,0,13
6B0Q,"[14, 14]",[],[119],False,119,0,14
6B0R,"[15, 15]",[],[119],False,119,0,15
6B1Q,[8],[],"[259, 8]",False,259,0,8
6B1R,[8],[],"[259, 8]",False,259,0,8
6BCE,"[27, 27]",[],[315],True,315,0,27
6BCF,"[26, 26]",[],[315],False,315,0,26
6BCG,"[26, 26]",[],[315],False,315,0,26
6BCI,"[27, 27]",[],[315],True,315,0,27
6BCN,"[26, 27]",[],[315],False,315,0,26
6BCT,"[26, 27]",[],[315],False,315,0,26
6BD0,"[25, 25]",[],[300],True,300,0,25
6BDB,"[26, 26]",[],[307],False,307,0,26
6BEK,[8],[],[107],True,107,0,8
6BHX,[30],[],[132],False,132,0,30
6BLW,"[18, 18]",[],[124],False,124,0,18
6BOQ,[21],[],"[318, 21]",False,318,0,21
6BOR,[21],[],"[318, 21]",False,318,0,21
6BOS,[21],[],"[318, 21]",False,318,0,21
6BOT,[21],[],"[318, 21]",False,318,0,21
6BOU,[21],[],"[318, 21]",False,318,0,21
6BOV,[21],[],"[318, 21]",False,318,0,21
6BOW,[21],[],"[318, 21]",False,318,0,21
6BQU,"[16, 16]",[],[72],False,72,0,16
6BSE,"[16, 16]",[],[91],False,91,0,16
6BSF,"[16, 16]",[],[91],False,91,0,16
6BUX,[9],[],[199],False,199,0,9
6BWY,[30],[],[361],False,361,0,30
6BYY,"[14, 15]",[],[95],False,95,0,14
6BZ1,"[14, 15]",[],[95],False,95,0,14
6C0W,"[147, 147]",[],"[140, 102, 130, 126, 295]",True,295,0,147
6C1A,"[12, 12]",[],[79],True,79,0,12
6C1T,"[12, 12]",[],[79],True,79,0,12
6C1U,"[12, 12]",[],[79],True,79,0,12
6C1V,"[12, 12]",[],[79],True,79,0,12
6C1Y,[12],[],[86],True,86,0,12
6C2F,"[12, 12]",[],[79],True,79,0,12
6C2S,"[23, 23]",[],[186],True,186,0,23
6C31,"[23, 23]",[],[214],True,214,0,23
6CC8,[12],[],[73],True,73,0,12
6CCG,[12],[],[73],True,73,0,12
6CEU,"[12, 12]",[],[73],True,73,0,12
6CEV,"[12, 12]",[],[73],True,73,0,12
6CG8,"[11, 11]",[],[78],True,78,0,11
6CHV,"[21, 21]",[],[121],True,121,0,21
6CNP,[12],[],[96],True,96,0,12
6CNQ,[12],[],[79],True,79,0,12
6CRO,"[20, 20]",[],[60],False,60,0,20
6CT9,"[17, 17]",[],[367],False,367,0,17
6CTA,"[17, 17]",[],[367],False,367,0,17
6CVS,[10],[],[182],True,182,0,10
6D0M,"[12, 9]",[],[435],False,435,0,9
6D0Z,"[12, 8]",[],[435],False,435,0,8
6D1T,[12],[],[79],True,79,0,12
6D5F,[336],[],"[199, 137]",True,199,0,336
6DF5,"[18, 18]",[],[134],True,134,0,18
6DF8,"[18, 18]",[],[134],True,134,0,18
6DF9,"[18, 18]",[],[134],True,134,0,18
6DFA,"[18, 18]",[],[134],True,134,0,18
6DFB,"[18, 18]",[],[134],True,134,0,18
6DFY,"[14, 14]",[],[64],False,64,0,14
6DG0,[6],[],[88],False,88,0,6
6DKS,"[15, 15]",[],"[422, 407]",False,422,0,15
6DNW,"[26, 26]",[],[319],False,319,0,26
6DT7,[48],[],"[269, 404]",False,404,0,48
6DZT,"[147, 147]",[],"[136, 104, 124, 124, 265]",True,265,0,147
6E0C,"[147, 147]",[],"[158, 103, 130, 126, 265]",True,265,0,147
6E0P,"[145, 145]",[],"[158, 103, 130, 126, 265]",True,265,0,145
6E33,"[20, 20]",[],[61],False,61,0,20
6E8C,"[17, 17]",[],[141],True,141,0,17
6E93,"[18, 18]",[],[119],True,119,0,18
6E94,"[18, 18]",[],[119],True,119,0,18
6EDB,"[22, 22]",[],[455],False,455,0,22
6EDC,"[17, 17]",[],[366],False,366,0,17
6EHT,"[10, 10]",[],"[254, 256, 20]",True,256,0,10
6EKO,[14],[],[312],False,312,0,14
6EL8,"[13, 13]",[],[99],True,99,0,13
6EMY,"[20, 26]",[],[317],False,317,0,20
6EMZ,"[44, 44]",[],[317],False,317,0,44
6EN0,"[44, 44]",[],[317],False,317,0,44
6EN1,"[45, 45]",[],[317],False,317,0,45
6EN2,"[45, 45]",[],[317],False,317,0,45
6ES2,"[18, 18]",[],[71],True,71,0,18
6ES3,"[18, 18]",[],[72],True,72,0,18
6ESF,"[147, 147]",[],"[135, 102, 129, 122]",True,135,0,147
6ESG,"[147, 147]",[],"[135, 122, 102, 129]",True,135,0,147
6ESH,"[147, 147]",[],"[135, 102, 129, 122]",True,135,0,147
6ESI,"[147, 147]",[],"[135, 102, 129, 122, 122]",True,135,0,147
6EVV,[26],[],"[36, 259]",False,259,0,26
6F1K,[20],[],[129],True,129,0,20
6F2S,"[7, 6]",[],"[203, 218, 195]",False,218,0,6
6F57,"[10, 11]",[],"[285, 209]",False,285,0,10
6F58,[24],[],[192],True,192,0,24
6F59,[26],[],[192],True,192,0,26
6F5B,[10],[],[131],True,131,0,10
6F5F,[15],[],[131],False,131,0,15
6FAS,"[12, 12]",[],[119],True,119,0,12
6FB0,"[24, 24]",[],"[153, 154]",True,154,0,24
6FB5,"[24, 24]",[],"[153, 154]",True,154,0,24
6FB7,"[14, 10]",[],[152],False,152,0,10
6FB8,"[24, 24]",[],[154],True,154,0,24
6FBQ,"[17, 17]",[],[87],True,87,0,17
6FBR,"[17, 17]",[],[87],True,87,0,17
6FBU,[13],[],"[262, 13]",False,262,0,13
6FI8,"[29, 6]",[],[159],False,159,0,6
6FIX,"[31, 30]",[],[105],False,105,0,30
6FJ5,[21],[],[200],False,200,0,21
6FK4,[18],[],[258],False,258,0,18
6FK5,[18],[],[258],False,258,0,18
6FKE,[15],[],[258],False,258,0,15
6FL1,"[14, 14]",[],[271],False,271,0,14
6FN0,"[14, 14]",[],[499],True,499,0,14
6FQ5,"[147, 147]",[],"[98, 84, 110, 95, 85]",True,110,0,147
6FQ6,"[147, 147]",[],"[98, 110, 85, 95]",True,110,0,147
6FQ8,"[147, 147]",[],"[98, 86, 110, 95]",True,110,0,147
6FQM,[20],[],"[201, 490, 202]",False,490,0,20
6FQP,[16],[],[101],True,101,0,16
6FQQ,[16],[],[71],True,71,0,16
6FQS,[20],[],"[202, 490, 490]",False,490,0,20
6FQV,[20],[],"[490, 202]",False,490,0,20
6FZS,[16],[],[132],True,132,0,16
6FZT,[16],[],[140],True,140,0,16
6G1L,[16],[],[121],True,121,0,16
6G1T,"[34, 34]",[],[122],True,122,0,34
6GAT,"[13, 13]",[],[66],True,66,0,13
6GCE,"[12, 12]",[],[170],True,170,0,12
6GCF,"[12, 12]",[],[170],True,170,0,12
6GED,"[10, 10]",[],[315],True,315,0,10
6GIS,"[10, 10]",[],[262],True,262,0,10
6GN7,[26],[],"[36, 259]",False,259,0,26
6GO6,"[8, 6]",[],[401],False,401,0,6
6GO7,"[6, 7]",[],[401],False,401,0,6
6GTS,[22],[],"[175, 88]",False,175,0,22
6GVQ,[9],[],[115],False,115,0,9
6GVT,[9],[],[115],False,115,0,9
6GVU,[9],[],[115],False,115,0,9
6GY3,"[18, 18]",[],[202],True,202,0,18
6H0S,"[14, 14]",[],[271],False,271,0,14
6H3R,[18],[],[139],True,139,0,18
6HB4,"[22, 22]",[],[213],True,213,0,22
6HC3,"[22, 22]",[],[224],False,224,0,22
6HKT,"[1122, 1122]",[],"[139, 106, 133, 129]",True,139,0,1122
6HP7,"[43, 43]",[],[386],True,386,0,43
6HT5,"[22, 21]",[],"[83, 154]",False,154,0,21
6I52,[20],[],"[122, 132, 178]",False,178,0,20
6IDE,"[18, 18]",[],[256],True,256,0,18
6IDO,"[15, 16]",[],[115],False,115,0,15
6IFM,"[27, 27]",[],"[132, 68]",True,132,0,27
6IG1,[19],[],[352],False,352,0,19
6IIQ,[16],[],[100],True,100,0,16
6IIR,[10],[],[100],True,100,0,10
6IIS,[16],[],"[100, 8]",True,100,0,16
6IIT,[16],[],"[100, 8]",True,100,0,16
6IMJ,"[22, 22]",[],[419],False,419,0,22
6IMN,"[22, 22]",[],[419],False,419,0,22
6IPU,"[145, 145]",[],"[98, 82, 107, 95, 87]",True,107,0,145
6IQ4,"[145, 145]",[],"[98, 82, 106, 95, 87]",True,106,0,145
6IR8,"[14, 14]",[],[69],True,69,0,14
6IRQ,[25],[],[121],False,121,0,25
6IS8,"[33, 33]",[],[174],False,174,0,33
6IUC,"[24, 24]",[],[276],True,276,0,24
6IUD,"[24, 24]",[],[276],True,276,0,24
6J4E,"[15, 15]",[],[80],False,80,0,15
6J4F,"[15, 15]",[],[82],False,82,0,15
6J4G,"[15, 15]",[],[74],False,74,0,15
6J5B,"[20, 20]",[],[60],True,60,0,20
6J80,[7],[],[181],False,181,0,7
6J99,"[147, 147]",[],"[136, 103, 130, 123, 76, 416]",True,416,0,147
6J9A,"[15, 15]",[],[132],False,132,0,15
6J9B,"[15, 15]",[],[122],False,122,0,15
6J9C,"[15, 15]",[],[123],False,123,0,15
6JBX,"[23, 23]",[],[152],True,152,0,23
6JDG,[20],[],[121],False,121,0,20
6JG8,"[31, 31]",[],[395],True,395,0,31
6JGW,"[27, 27]",[],[147],True,147,0,27
6JGX,"[22, 22]",[],[147],False,147,0,22
6JHE,"[11, 11]",[],[64],True,64,0,11
6JIP,[6],[],[82],False,82,0,6
6JIQ,[6],[],[82],False,82,0,6
